id,Label,total_relevance,pageviews
1774,Rus (name),90,2208
1775,Pussy Riot,89,32059
1776,Ivan Bunin,89,5416
1777,Domestic policy of Vladimir Putin,82,1075
1778,Russian diaspora,79,8893
1779,Russian conservatism,76,9
1780,Flag of Russia,75,43780
1781,Alexander II of Russia,74,98970
1782,Vladivostok,74,60167
1783,2018 Russian presidential election,70,20521
1784,Nikolay Nekrasov,67,2063
1785,Soviet Communists,66,64808
1786,Communist Party of Soviet Union,66,286
1787,Defense industry of Russia,64,4699
1788,Russian national basketball team,62,284
1789,Boris Pasternak,60,25808
1790,White movement,58,32230
1791,Konstantin Balmont,54,1141
1792,Second Northern War,51,7466
1793,Russian ballet,51,5264
1794,Dushanbe,50,23385
1795,Latvia,48,166634
1796,Coat of arms of Russia,47,13291
1797,Mikhail Kutuzov,47,12202
1798,Trans-Siberian Railway,47,48642
1799,Russian famine of 1921?1922,46,73369
1800,Anti-Communist,46,621
1801,Anti-communism,46,28899
1802,Gennady Zyuganov,46,12841
1803,Russian famine of 1921â1922,46,78921
1804,Russian Federal Space Agency,45,23594
1805,History of Central Asia,43,7288
1806,Kalmykia,43,24106
1807,Sakha,41,55399
1808,Armenia,41,214475
1809,Sakha Republic,41,11746
1810,Norilsk,41,31189
1811,Russian Provisional Government,41,28597
1812,Russian cultural property law,41,318
1813,Brusilov Offensive,41,4123
1814,Russian architecture,40,6937
1815,All-Russian Congress of Soviets,40,2985
1816,Imperialism,40,48743
1817,Dacha,40,20768
1818,Potential superpower,39,4054
1819,Baltic state,39,86635
1820,Geopolitics,38,25057
1821,Annexation of Crimea by the Russian Empire,38,7279
1822,Antony (Khrapovitsky),37,491
1823,Krasnoyarsk,37,19759
1824,Friedrich Engels,36,49113
1825,Ryazan,35,8218
1826,Vladimir Mayakovsky,34,14145
1827,Azerbaijan Democratic Republic,33,8597
1828,Gulag,33,81046
1829,Russian classical music,33,1708
1830,Mir,33,30753
1831,Jewish Autonomous Region,32,1067
1832,Kuril Islands,31,32486
1833,Onion dome,30,5805
1834,Wallachia,30,43385
1835,Viktor Tsoi,29,23485
1836,Moscow University,29,20670
1837,Polish Golden Age,29,3598
1838,Ice hockey at the Olympic Games,29,17821
1839,Tashkent,29,49826
1840,Ice hockey in Russia,29,907
1841,Arkady Rotenberg,28,11642
1842,Belavezha Accords,28,2291
1843,Red Terror,28,22383
1844,2016 United States presidential election,28,216583
1845,Kosovo independence precedent,28,1967
1846,Tbilisi,27,61482
1847,Nursultan Nazarbayev,27,276046
1848,Riga,27,45803
1849,Alina Kabaeva,27,48950
1850,Adam Mickiewicz,26,9704
1851,Immortal Regiment,26,1804
1852,Decolonisation,25,2606
1853,Crown of the Kingdom of Poland,25,10986
1854,"Russo-Turkish War, 1735-1739",25,4015
1855,Alexis of Russia,25,16471
1856,Decolonization,25,24655
1857,Mir (social),25,2650
1858,Yuri Gagarin,24,123001
1859,Assianism,24,3420
1860,Volapuk encoding,24,874
1861,Russian heraldry,24,1342
1862,Southern Russia,24,5352
1863,Sphere of influence,24,20859
1864,Vladimir Vysotsky,23,11272
1865,Sergei Naryshkin,23,712
1866,Belarusians,22,17225
1867,Germany,22,604023
1868,Melting pot,22,16272
1869,European Russia,22,16008
1870,Mikhail Bulgakov,21,19654
1871,BiaÅystok,21,13554
1872,NaziâSoviet economic relations (1934â41),21,562
1873,Steppe eagle,21,5441
1874,Cyrillic script,21,100947
1875,Dmitry Kozak,21,3417
1876,South Russia (1919â1920),21,1904
1877,Azov campaigns (1695?1696),21,900
1878,Trabzon,21,19842
1879,Mount Elbrus,20,43581
1880,Immigration to Russia,20,6277
1881,Semyon Budyonny,20,11277
1882,GdaÅsk,20,44627
1883,Mongol invasion of Rus',20,33505
1884,"Gusev, Kaliningrad Oblast",18,1570
1885,Mikhail Kalinin,18,16897
1886,Turkey,18,594622
1887,Ethnic groups in Russia,18,24037
1888,Cali Cartel,18,103875
1889,Luzhniki Stadium,18,8579
1890,Anna Akhmatova,18,10625
1891,GermanâSoviet Axis talks,17,12718
1892,Tom?? Masaryk,17,6143
1893,Rise of Joseph Stalin,17,13911
1894,Boris Romanovich Rotenberg,17,3461
1895,Opera,17,45817
1896,Meduza,17,3800
1897,Alexander Barkashov,17,2173
1898,Dmitri Shostakovich,17,45277
1899,Cold War,17,320930
1900,Primary Chronicle,16,6991
1901,World Jewish Congress,16,4715
1902,Military of the PolishâLithuanian Commonwealth,16,1327
1903,Sergey Korolyov,16,653
1904,Austrians,16,12623
1905,Tunguses,16,243
1906,Slaves,16,82043
1907,Zionism,15,81697
1908,Zionist,15,8308
1909,Georgian affair,15,2007
1910,Gray wolf,15,14508
1911,Alla Pugacheva,15,13657
1912,Chevrolet,15,83128
1913,Boyar,15,14326
1914,Soviet Union national football team,14,9849
1915,International recognition of Kosovo,14,35173
1916,John III Sobieski,14,14383
1917,Russian Empire Census,14,4922
1918,Bosphorus,14,6335
1919,Antisemitism in the Soviet Union,14,8118
1920,Szczecin,14,22567
1921,Soviet Army,14,18181
1922,Treaty of Andrusovo,14,1539
1923,Rostov Oblast,14,10530
1924,Greece,13,298478
1925,Ideology of the Communist Party of the Soviet Union,13,5086
1926,Mohammed bin Zayed,13,484
1927,European Bank for Reconstruction and Development,13,7445
1928,Frankfurt,13,83991
1929,Industrialization in the USSR,13,7822
1930,Nestl? boycott,13,9181
1931,Lech KaczyÅski,13,13066
1932,Soviet flag,13,388
1933,Komsomol,13,11539
1934,2014 G20 Brisbane summit,12,1369
1935,Space policy,12,1052
1936,Natural gas,12,80866
1937,Mongol Empire,12,148096
1938,Stephen Yavorsky,12,155
1939,Right-wing terrorism,12,13793
1940,Jewish culture,12,12584
1941,Sergei Roldugin,12,2346
1942,Lutherans,11,2362
1943,State serf,11,622
1944,Nuclear Non-Proliferation Treaty,11,43175
1945,Donald Tusk,11,15873
1946,Kasha,11,14731
1947,Julian calendar,11,125861
1948,Maslenitsa,11,7704
1949,Nadezhda Alliluyeva-Stalina,11,21738
1950,Tarpan,11,9194
1951,Sudak,11,1934
1952,Energy security,11,3632
1953,Ethnic Armenians,10,46650
1954,Krymchaks,10,4858
1955,UEFA,10,54810
1956,Georg Leibbrandt,10,7671
1957,Kazakh Soviet Socialist Republic,10,26000
1958,State atheism,10,22206
1959,Southern Victory,10,6640
1960,Decossackisation,10,291
1961,Vinegret,10,3316
1962,Joachim Lelewel,10,851
1963,Hasidic,10,56508
1964,Alexander Osmerkin,10,225
1965,Reply of the Zaporozhian Cossacks,10,30184
1966,Organisation for Economic Co-operation and Development,9,110646
1967,Samuil Nevelshtein,9,87
1968,Kolkhozy,9,9122
1969,Names of Korea,9,8198
1970,Early Cyrillic alphabet,9,10308
1971,Protestant Reformation,9,15496
1972,Kulak,9,24694
1973,Vladimir Horowitz,9,15774
1974,Slavonic-Greek-Latin Academy,9,29
1975,ThorbjÃ¸rn Jagland,9,2606
1976,Involuntary settlements in the Soviet Union,9,4544
1977,Andrei Bubnov,9,1358
1978,Stary Krym,9,1299
1979,Ill Bethisad,9,877
1980,Josep Borrell,9,13638
1981,Ivan Starov,9,293
1982,Anti-Comintern Pact,9,12724
1983,Ethnic groups of Europe,9,621
1984,Russian avant-garde,9,4830
1985,Chokha,9,5975
1986,Five-year plans for the national economy of the Soviet Union,8,1989
1987,Polish Armed Forces,8,31691
1988,Alexander Wienerberger,8,730
1989,The New York Times,8,201402
1990,Mass graves in the Soviet Union,8,896
1991,EU Battlegroup,8,5334
1992,List of airports in Russia,8,3617
1993,Interlingua,8,7455
1994,Modern Paganism,8,33273
1995,Post-classical anarchism,8,93
1997,Anarchism,8,91402
1998,Martin Schulz,8,7771
1999,Ewald Ammende,8,246
2000,Javier Solana,7,5482
2001,Bucharest,7,62806
2002,Marshal of the Soviet Union,7,19312
2003,Alexei Leonov,7,12709
2004,Ivan Khandoshkin,7,272
2005,Yamna culture,7,3086
2006,Volost,7,936
2007,Academic degree,7,35468
2008,KOI8-U,7,575
2009,Hero of the Soviet Union,7,25575
2010,Confidence vote,7,40490
2011,Nature reserve,7,11555
2012,Alexander Guagnini,7,253
2013,Doctors' Plot,7,16610
2014,Eastern Orthodoxy,7,25810
2015,Comrade X,7,1222
2016,Lublin,7,14064
2017,Raphael Zaborovsky,7,89
2018,Syria,7,173586
2019,Member state of the United Nations,7,273
2020,Atlantic Council,7,11062
2021,UN member states,7,70951
2022,Energy policy of the European Union,7,2574
2023,Breakaway state,7,951
2024,Leading Seaman,6,314
2025,Xinhua,6,1456
2026,Collective punishment,6,7511
2027,East European forest steppe,6,1424
2028,Human sex ratio,6,40263
2029,Hypatian Codex,6,799
2030,Nikolai Vavilov,6,7462
2031,Maria Konopnicka,6,1330
2032,Minority language,6,4080
2033,COMECON,6,19065
2034,KrAZ-255,6,5129
2035,Lazar Baranovych,6,124
2036,Humid continental climate,6,27991
2037,Henryk Siemiradzki,6,1925
2038,Sergey Bondarchuk,6,246
2039,Stephen Harper,6,36036
2040,List of cities and towns in Russia by population,6,57211
2041,Emirate of Bukhara,6,11537
2042,Panama Papers,6,13253724
2043,Galileo positioning system,6,573
2044,Corruption,6,57166
2045,Bosnia and Herzegovina,6,229056
2046,Leonid Bershidsky,6,709
2047,2008 Bucharest summit,6,4661
2048,Chersonesus Cathedral,6,543
2049,National language,6,44669
2050,President of the European Commission,5,27942
2051,Zeev Elkin,5,112
2052,Domestication of the horse,5,12330
2053,Polish State Railways,5,2761
2054,International Monetary Fund,5,126434
2055,Christian denomination,5,38265
2056,PonticâCaspian steppe,5,21096
2057,Definite article,5,3245
2058,List of rivers of Europe,5,15905
2059,European Watershed,5,427
2060,European Network of Transmission System Operators for Electricity,5,2350
2061,Latin America,5,108525
2062,Byzantine architecture,5,10584
2063,Ferenc Gyurcs?ny,5,4189
2064,KPMG,5,80266
2065,Tram,5,31355
2066,Yalta betrayal,5,113
2067,Oligarchy,5,50425
2068,Transylvania,5,68496
2069,Albanian language,5,58761
2070,Child marriage,5,28472
2071,Pinsk Marshes,5,5993
2072,ZamoÅÄ,5,4306
2073,Esox,5,6301
2074,Dissolution of Czechoslovakia,5,22375
2075,1936 Soviet Constitution,5,1539
2076,Mosaic,5,21273
2077,How the Steel Was Tempered,5,3970
2078,Canada,5,882757
2079,Democracy,5,137233
2080,Sergei Khrushchev,5,7866
2081,Center for Public Integrity,5,2233
2082,Tulcea,5,2736
2083,Kosh otaman,5,320
2084,Territorial changes of Poland immediately after World War II,5,4622
2085,Geneva Conventions,4,82474
2086,Switzerland national football team,4,27111
2087,Greek Orthodox Church of Alexandria,4,5312
2088,Ethnic cleansing,4,22568
2089,Dmitry Levitzky,4,713
2090,Central European mixed forests,4,1657
2091,Vigorish,4,12154
2092,European route E40,4,2499
2093,Gord (archaeology),4,2340
2094,Cereal,4,39410
2095,Coffeehouse,4,27551
2096,Veto,4,16525
2097,Welsh people,4,26878
2098,ChorÄÅ¼y,4,348
2099,Partnership and Cooperation Agreement,4,203
2100,Allies of World War II,4,118222
2101,Soghomon Tehlirian,4,5424
2102,Bobak marmot,4,1047
2103,Crimean Mountains,4,2595
2104,Polish Government in Exile,4,11618
2105,Golda Meir,4,59525
2106,Vorskla River,4,198
2107,Honor? de Balzac,4,48809
2108,Decentralisation,4,902
2109,Borders of Poland,4,5635
2110,General officer,4,23812
2111,International Atomic Energy Agency,4,17713
2112,Johann Gottfried von Herder,4,9525
2114,Czechoslovakia,4,109171
2115,Yan Frenkel,4,517
2116,Izyaslav I of Kiev,4,48
2117,Alma River (Ukraine),4,80
2118,Petro Kalnyshevsky,4,531
2119,Minority politics,4,734
2120,Democratic movement,4,192
2121,AntonÃ­n DvoÅÃ¡k,4,33196
2122,Italy national football team,4,104936
2123,Paliy Uprising,4,32
2124,22nd meridian east,4,400
2125,Portugal,4,247608
2126,Sergei Gorshkov,4,446
2127,Old Great Bulgaria,4,9648
2128,Scythian language,4,877
2129,Trieste,4,50809
2130,Ä°slÃ¢m III Giray,4,541
2131,Moscow Articles of 1665,4,38
2132,Ballad of a Soldier,4,2282
2133,Gabriela Zapolska,4,525
2134,Slovenia,4,166799
2135,Operation Atalanta,4,6526
2136,Antares (rocket),4,6986
2137,3rd Guards Tank Army,3,529
2138,Google,3,1629817
2139,Roman Catholicism in Romania,3,294
2140,Vega rocket,3,319
2141,Vocational school,3,14064
2142,Milliy Firqa,3,225
2143,Roe deer,3,23185
2144,President of the European Council,3,11897
2145,Dregoviches,3,526
2146,Volodar of Peremyshl,3,346
2147,South Slavic languages,3,8510
2148,Reporters Without Borders,3,11571
2149,Catacomb culture,3,3356
2150,Dissolution of Austria-Hungary,3,6483
2151,Austria national football team,3,17255
2152,Orange (color),3,1234
2153,Extermination camp,3,60263
2154,Smooth newt,3,2168
2155,Muammar Gaddafi,3,174262
2156,Iraqi Army,3,6205
2157,Aleksey Karyakin,3,279
2158,Old Town (Lviv),3,826
2159,Total fertility rate,3,31279
2160,Krajina,3,1395
2161,Bardejov,3,1899
2162,Ugandan Air Force,3,903
2163,2014 FIBA Basketball World Cup,3,5489
2164,TarnÃ³w,3,5023
2165,Sich-1,3,256
2166,Sylvester Kosiv,3,127
2167,WÅadysÅaw GomuÅka,3,7396
2168,Principality of Turov,3,978
2169,Complete knock down,3,1190
2170,Chernobyl Nuclear Power Plant sarcophagus,3,22269
2171,Slovakia,3,169770
2172,Magdeburg rights,3,2429
2173,Daniel Schultz,3,653
2174,Poppy seed,3,32688
2175,Automatic number-plate recognition,3,11542
2176,Semi-presidential republic,3,41187
2177,Siret (river),3,1199
2178,Cohabitation (government),3,2411
2179,Battle of LwÃ³w (1920),3,569
2180,Drevlyans,3,4225
2181,Ulichians,3,895
2182,Norilsk uprising,3,1448
2183,Polish Air Force,3,24912
2184,Kyprian Zochovskyj,3,88
2185,Battle of Khotyn (1621),3,2756
2186,Mehmed IV,3,22187
2187,List of designated terrorist groups,3,31152
2188,Michael Rohoza,3,201
2189,Engie,3,13581
2190,Leopold von Sacher-Masoch,3,7720
2191,Pavlo Holovaty,3,65
2192,Dave Levac,2,194
2193,History of Canada,2,29132
2194,Sebastian Giovinco,2,49011
2195,Pentecost,2,38320
2196,Lustration,2,3262
2197,Hasmonea LwÃ³w,2,170
2198,Satapatha Brahmana,2,425
2199,Stefan Bastyr,2,118
2200,Poles,2,35932
2201,Theodore the Studite,2,1349
2202,Konstanty Wasyl Ostrogski,2,458
2203,Dacia,2,22967
2204,Syro-Malabar Church,2,12490
2205,Charles I of Hungary,2,6407
2206,Roman Catholic Archdiocese of Lviv,2,452
2207,Carpi (people),2,2114
2208,Governor of Luhansk Oblast,2,505
2209,Birmingham,2,130687
2210,Kipchak people,2,16720
2211,Protected areas of Poland,2,388
2212,Agnieszka Holland,2,8423
2213,Kontusz,2,1211
2214,Banat,2,11766
2215,Royal Cornwall Gazette,2,31
2216,Svidn?k,2,518
2217,Office of eDiplomacy,2,217
2218,P?voa de Varzim,2,3837
2219,Mental hygiene,2,231
2220,Germanic peoples,2,68588
2221,Munich Agreement,2,147703
2222,Stanislaw Ulam,2,11937
2223,Acting Hetman,2,32
2224,Cyril Terlecki,2,54
2225,Kingdom of Fez,2,669
2226,Brahmana,2,8330
2227,Romance language,2,91809
2228,Cisleithania,2,12515
2229,Leonid Chernovetskyi Bloc,2,75
2230,George I of Halych,2,65
2231,Asparuh of Bulgaria,2,3682
2232,Administrative divisions of Luhansk Oblast,2,221
2233,Chapel of the Boim family,2,127
2234,Johann Georg Pinsel,2,201
2235,Bulgarian dialects,2,1550
2236,Romanian Language Day,2,258
2237,Ministry of Healthcare (Ukraine),2,711
2238,Ukrainian universities,2,18
2239,Yuzivska gas field,2,327
2240,Roald Hoffmann,2,3216
2241,President of the European Parliament,2,37185
2242,"Bernardine Church, Lviv",2,413
2243,Lviv Town Hall,2,350
2244,Constituencies,2,372
2245,Streit Group Spartan APC,2,511
2246,Bay of Pomerania,2,600
2247,Targi Wschodnie,2,179
2248,Regensburg,2,18322
2249,Nikifor,2,993
2250,Shahdara,2,667
2251,Rybalskyi Peninsula,2,244
2252,Metalurh Stadium (Donetsk),2,400
2253,Clerical celibacy in the Catholic Church,2,8729
2254,Measures having equivalent effect,2,18608
2255,Tisza,2,5187
2256,Wojciech Kilar,2,4317
2257,Carpathian montane conifer forests,2,847
2258,Gorals,2,9343
2259,Constitution Square (Kyiv),2,112
2260,Union of Lublin Mound,2,182
2261,Gregory Stanton,2,8018
2262,Compassion,2,16659
2263,Battle on the Irpen' River,2,333
2264,Dionysius Balaban,2,80
2265,Olga Tokarczuk,2,25068
2266,James Baker,2,22535
2267,Dulebes,2,874
2268,Constitution,2,64584
2269,Doping in Russia,329,11193
2270,Crimean War,313,145825
2271,Borussia MÃ¶nchengladbach,203,43226
2272,Circassian genocide,168,21749
2273,First Chechen War,167,53022
2274,Iran-Russia relations,166,5069
2275,Abkhazia,166,87015
2276,Nicholas II of Russia,165,272359
2277,IndiaâRussia relations,144,21913
2278,India?Russia relations,144,21913
2279,PolishâMuscovite War (1605â1618),137,6621
2280,Imperial Russian Army,126,13555
2281,First Russian circumnavigation,118,1445
2282,War in Abkhazia (1992â1993),117,7228
2283,Mikhail Khodorkovsky,100,19963
2284,Revolution of 1905,97,6682
2285,Yekaterinburg,96,46270
2286,Alexander Litvinenko,95,33164
2287,LGBT rights in the Soviet Union,95,182
2288,KoÅciuszko Uprising,93,5385
2289,Kosciuszko Uprising,93,37
2290,Battle of Grozny (1994?95),93,6800
2291,Kaliningrad Oblast,92,76651
2292,Kalmyk people,91,19646
2293,German Empire,88,156972
2294,Islam in Russia,87,24104
2295,Nikolai Leskov,87,2937
2296,United Russia,83,56585
2297,Dvoryanstvo,80,13493
2298,Sergei Witte,77,8892
2299,Pyotr Ilyich Tchaikovsky,77,85658
2300,Austria-Hungary,75,153646
2301,1993 Russian constitutional crisis,74,22488
2302,Tajikistan,73,145104
2303,First Partition of Poland,73,7373
2304,Elizabeth of Russia,73,85963
2305,"Fort Ross, California",70,11672
2306,2011 Russian legislative election,70,4369
2307,Personality and reputation of Paul I of Russia,68,2161
2308,Fyodor Dostoyevsky,68,16916
2309,November Uprising,67,9136
2310,Antisemitism in the Russian Empire,65,3288
2311,Aleksey Konstantinovich Tolstoy,65,1905
2312,Russian Railways,63,9812
2313,Kazan,62,40021
2314,Republic of Tatarstan,61,49122
2315,Sergei Rachmaninoff,61,54222
2316,Partition Sejm,59,579
2317,Nihilist movement,58,1161
2318,Putinism,55,8371
2319,Grigory Potemkin,55,31810
2320,Masuria,54,3977
2321,Siberia,54,114488
2322,Mikhail Vrubel,54,4815
2323,Russian government response to the COVID-19 pandemic,54,1633
2324,Russia-1,49,4853
2325,Sakhalin,49,41844
2326,Vladimir Nabokov,49,60356
2327,Bashkortostan,48,25916
2328,ElblÄg,48,4234
2329,Chechen Republic of Ichkeria,47,31325
2330,Marc Chagall,46,29450
2331,Primorsky Krai,45,18099
2332,Alexander Prokhanov,45,1091
2333,Rossiya Bank,45,2138
2334,2008 Russian presidential election,43,8553
2335,Mikhail Kasyanov,42,5022
2336,Novichok agent,42,50037
2337,Georgi Plekhanov,42,5148
2338,Cinema of Russia,42,4194
2339,Sayfo,41,8122
2340,Latvian Soviet Socialist Republic,41,7619
2341,Igor Stravinsky,40,37586
2342,Azerbaijan,40,217427
2343,Volga River,40,41996
2344,2020 Russian constitutional referendum,38,4990
2345,Alexy II of Moscow,38,1531
2346,World War I casualties,37,37309
2347,Trotskyism,37,38058
2348,Neo-Stalinism,36,3030
2349,Winter Olympic Games,36,157609
2350,Kola Peninsula,36,14024
2351,Novgorod Oblast,36,4593
2352,Rail transport in Russia,36,4431
2353,Russian National Unity,35,9151
2354,Orthodox Church in Hawaii,35,150
2355,Orlando Figes,35,4250
2356,Port of Novorossiysk,34,3235
2357,Polish areas annexed by Nazi Germany,34,5633
2358,Russian Futurism,33,4264
2359,GOST,32,7120
2360,Lake Baikal,32,86198
2361,Agriculture in Russia,32,5630
2362,Moscow State Institute of International Relations,32,8927
2363,Pravda,32,19532
2364,Saint Petersburg State University,32,13295
2365,Alexander Kerensky,31,30520
2366,Nicholas Roerich,31,10216
2367,Capital punishment in Russia,31,4711
2368,Warsaw Uprising,30,45732
2369,Mikhail Glinka,29,6176
2370,List of Russian monarchs,29,36823
2371,Aleksandr Griboyedov,28,261
2372,Novosibirsk,28,44682
2373,Russo-Turkish War (1787â92),28,840
2374,Patriarch Tikhon of Moscow,27,2496
2375,Mikhail Mishustin,27,39593
2376,White-tailed eagle,27,22303
2377,Dissenters' March,27,769
2378,Shanghai Cooperation Organisation,26,62588
2379,Tyutchev,26,49
2380,Sweden,26,329668
2381,Fyodor Tyutchev,26,2287
2382,Socialism,26,133747
2383,Ural Mountains,25,43678
2384,Vikzhel,25,323
2385,Aleksey Pleshcheyev,25,372
2386,Roerichism,25,1146
2387,War of Laws,25,1076
2388,The Moscow Times,24,6640
2389,Dome,24,15143
2390,Soviet ruble,24,14056
2391,Tatar language,24,16437
2392,Stalinist,23,33596
2393,Ilia Chavchavadze,23,2111
2394,Baltic Sea,23,54550
2395,Strategic Rocket Forces,23,12883
2396,Podpolkovnik,23,1918
2397,Ottoman wars in Europe,22,12060
2398,Oder-Neisse line,22,2447
2399,Anton Chekhov,22,73919
2400,2022 Winter Olympics,22,686699
2401,Kazakhs,22,69321
2402,Uzbeks,22,27397
2403,Narodnaya Volya,22,6444
2404,Pan Tadeusz,22,4623
2405,Ufa,22,16903
2406,Kaunas,21,20209
2407,Sigismund III of Poland,21,12158
2408,Yabloko,21,9373
2409,Kronstadt rebellion,21,15112
2410,Soviet Air Force,21,21750
2411,2013 Summer Universiade,21,1393
2412,North Asia,21,21854
2413,Khabarovsk Krai,21,10276
2414,Constitutional Democratic Party,20,5970
2415,Nuclear warfare,20,26365
2416,Christian,20,48761
2417,Anatoly Lunacharsky,20,3863
2418,Berlin,20,170834
2419,Fabian Gottlieb von Bellingshausen,20,9069
2420,Buryat people,20,724
2421,Lithuanian Soviet Socialist Republic (1918â19),20,609
2422,Saratov,20,11215
2423,Declaration of the Rights of the Peoples of Russia,19,1062
2424,Cyrillic alphabets,19,21623
2425,Propaganda in the Soviet Union,19,10624
2426,Peredvizhniki,19,4430
2427,Anschluss,19,67321
2428,Sheremetyevo International Airport,19,22571
2429,Lev Avnerovich Leviev,19,3879
2430,Moscow Victory Day Parade,19,3208
2431,Putin-Medvedev tandemocracy,18,2301
2432,Lithuanian language,18,31784
2433,Kronstadt,18,8720
2434,White Ruthenia,18,3206
2435,Swedish Empire,18,30096
2436,France,18,521693
2437,Persia,18,354401
2438,Soviet era,18,9630
2439,ÅÃ³dÅº,18,30168
2440,Stalin's cult of personality,18,3162
2441,DDT (band),18,2540
2442,Lithuanians,17,16849
2443,Mikhail Sholokhov,17,4933
2444,Tambov,17,3635
2445,Closed city,17,21190
2446,Salyut programme,17,4425
2447,Alexander Bogdanov,17,7221
2448,Imperial University of Dorpat,17,144
2449,Patriarch Alexy I of Moscow,17,1046
2450,Bashar Al-Assad,17,101658
2451,Composers' Union,17,31
2452,Volgograd,17,59540
2453,Alexander Scriabin,17,19163
2454,"Vladimir, Russia",17,9329
2455,Novogrudok,17,1640
2456,Almaty,16,160239
2457,Astana,16,12549
2458,Battle of Gnila Lipa,16,790
2459,WÅadysÅaw IV Vasa,16,5938
2460,Pictures at an Exhibition,16,17550
2461,Naryshkin baroque,16,276
2462,Great Russia,16,3959
2463,Colonized,16,180
2464,Zabaykalsky Krai,16,6661
2465,Nestor Lakoba,16,3569
2466,Gestapo,16,76321
2467,Socialist state,16,34620
2468,Ottoman Army of Islam,16,283
2469,Grodno,16,10294
2470,Henryk Sienkiewicz,16,8529
2471,Livonian campaign of Stephen BÃ¡thory,16,644
2472,Buryatia,16,15785
2473,Bolshoi Theatre,16,10670
2474,Mikhail Tukhachevsky,15,18526
2475,"Moscow, third Rome",15,9108
2476,2015 World Aquatics Championships,15,1183
2477,Soviet Air Defence Forces,15,4570
2478,Grammatical gender,15,21783
2479,Moscow Metro,15,26719
2480,Scorched earth,15,30919
2481,Russian police reform,15,810
2482,Double-headed eagle,15,19022
2483,Soviet Navy,15,21608
2484,Pomerania,15,24629
2485,Anatoly Sobchak,15,10970
2486,Government of the Soviet Union,14,11588
2487,Zapovednik,14,1617
2488,Kars Oblast,14,6801
2489,Andrei Tarkovsky,14,56761
2490,Architecture of Austria,14,260992
2491,Balts,14,14896
2492,Bulgaria,14,207651
2493,Stalin and antisemitism,14,7946
2494,Osip Piatnitsky,14,872
2495,Georgy Gapon,14,6809
2496,Leonid Andreyev,14,2361
2497,Novy God,14,12360
2498,Maksim Kovalevsky,14,429
2499,Georgians,14,22471
2500,Great Turkish War,14,17331
2501,Ahrar al-Sham,13,4473
2502,List of wars involving Poland,13,5863
2503,FIFA,13,94429
2504,"Cyprian, Metropolitan of Moscow",13,122
2505,Patronym,13,1002
2506,Russian embassies,13,168
2507,European Court of Human Rights,13,17928
2508,Modern era,13,3224
2509,Cosmonautics Day,13,1273
2510,Ivan Paskevich,13,1706
2511,Modern history,13,15754
2512,Baroque,13,62731
2513,Vladimir Lenin All-Union Pioneer Organization,13,4159
2514,Cleveland,12,85653
2515,Virtuti Militari,12,3138
2516,Russian desman,12,1893
2517,Priozersky District,12,419
2518,Hellenes,12,50140
2519,2008 Kosovo declaration of independence,12,8773
2520,Warsaw,12,95631
2521,Batum,12,18087
2522,StanisÅaw LeszczyÅski,12,5930
2523,Vyacheslav Menzhinsky,12,3301
2524,UN Security Council,12,89653
2525,Soviet Union and the United Nations,12,2237
2526,Russian Republic,11,25747
2527,Transcaucasian Socialist Federative Soviet Republic,11,9821
2528,Safavid Iran,11,24621
2529,Second language,11,26839
2530,Islam Karimov,11,17040
2531,Mountainous Republic of the Northern Caucasus,11,5945
2532,Mikhail Eisenstein,11,876
2533,Esperanto,11,106917
2534,Barack Obama,11,585865
2535,Batu Khan,11,14556
2536,Iron Curtain,11,40395
2537,Third Rome,11,3346
2538,Solovki prison camp,11,4156
2539,Novodevichy Convent,11,2209
2540,Yuri Neprintsev,11,197
2541,Gniezno,11,3680
2542,Communist International,11,25226
2543,Dmitry Maevsky,11,163
2544,Kuban,11,7734
2545,Submarine,11,72276
2546,Vlad the Impaler,11,142313
2547,State Anthem of the Soviet Union,10,40653
2548,Norway,10,284464
2549,Vladimir Bogoyavlensky,10,485
2550,Capital punishment,10,119131
2551,Interwar period,10,24683
2552,1906 Russian legislative election,10,1461
2553,Elizabethan Baroque,10,1168
2554,RBMK-1000,10,2242
2555,Sochi Autodrom,10,4276
2556,Great Depression,10,188616
2557,Maria Vorontsova,10,70022
2558,Silva Kaputikyan,10,838
2559,Russkaya Pravda,10,2632
2560,Cyprus,10,354718
2561,Matvei Golovinski,10,607
2562,Serbia,10,427391
2563,Enemies of the working class,10,703
2564,Vladimir Gorb,10,126
2565,Stefan Drzewiecki,10,380
2566,Specialist degree,10,3724
2567,Targowica Confederation,10,1544
2568,Pyotr Schmidt,10,543
2569,List of states with nuclear weapons,10,144046
2570,Bashkir language,10,6029
2571,Osip Mandelshtam,10,300
2572,Union of Lublin,10,5736
2573,Shchi,9,5064
2574,KGB,9,119854
2575,Belarusian Greek Catholic Church,9,2076
2576,Political repression in the Soviet Union,9,5735
2577,Military exercises,9,317
2578,Parliament,9,27582
2579,Silvio Berlusconi,9,102118
2580,Euro 2008,9,595
2581,Heinrich Himmler,9,208611
2582,Tatar invasion,9,70
2583,Prostitution,9,83026
2584,Uralic languages,9,46423
2585,Tatar invasions,9,1007
2586,Atom bomb,9,1383
2587,Engels (city),9,687
2588,George Gamow,9,6595
2589,Vladimir Ovchinnikov (painter),9,199
2590,Abkhazians,9,8806
2591,Rurik,9,25040
2592,Multilingualism,9,41609
