id,Label,total_relevance,pageviews
1693,Saints Cyril and Methodius,5,12644
1694,PogoÅ LwÃ³w,5,322
1695,Prime minister,5,23673
1696,Eurovision Song Contest 2004,5,6699
1697,Polish Land Forces,4,8837
1698,South Slavs,4,12041
1699,Greek Catholic Eparchy of Mukachevo,4,399
1700,Dialect continuum,4,8352
1701,GalicianâVolhynian Chronicle,4,261
1702,Pernach,4,2010
1703,Hugo Steinhaus,4,1315
1704,Stefan Banach,4,5808
1705,Hungarians,4,39833
1706,Hungarian language,4,50088
1707,Denial of the Holocaust,4,58720
1708,Stanyslav Lyudkevych,4,262
1709,Auschwitz concentration camp,4,196123
1710,Slovak language,4,18800
1711,Research Councils UK,4,2216
1712,Search and rescue,4,15193
1713,Brezhnev Doctrine,4,14184
1714,Ivan Nechuy-Levytsky,4,260
1715,Yuzhnoye Design Office,4,994
1716,Svatove,4,220
1717,"Olbia, Ukraine",4,662
1718,Berestovo,4,42
1719,Batkivshchyna Battalion,4,469
1720,Lipka Tatars,4,8026
1722,Antes (people),4,2598
1723,Lev Zalenskyj,4,165
1724,Takfirism,3,332
1725,Poltva River,3,186
1726,European People's Party,3,13651
1727,Czechoslovak Socialist Republic,3,11338
1728,Kyiv cake,3,112
1729,Republic of Stakhanov,3,249
1730,"Renfrew, Calgary",3,272
1731,Polish Radio LwÃ³w,3,101
1732,UkrFerry,3,376
1733,Demonstratives,3,4744
1734,Matronymic,3,3381
1735,Martyn Pushkar,3,90
1738,Slovak National Uprising,3,4996
1739,Darth Vader,3,2709326
1740,First Czechoslovak Republic,3,7464
1741,Egging,3,2427
1742,Parliamentary immunity,3,2672
1743,"Dominican Church, Lviv",3,468
1744,Beis Aharon V'Yisrael Synagogue,3,158
1745,Lviv railway station,3,460
1746,Association of Polish Culture of the Lviv Land,3,97
1747,STS-87,3,1298
1748,"Holodomor Genocide Memorial, Washington, DC",3,523
1751,Kakhovka Reservoir,3,441
1753,Malcolm Muggeridge,3,9977
1754,Lviv Dormition Brotherhood,3,91
1755,"Bazar, Ukraine",3,62
1756,Volodymyr Kupchak,3,48
1757,Social Christian Party (Ukraine),3,89
1758,Semper fidelis,3,34272
1759,2013 USC Trojans football team,3,790
1760,Lyubeshiv Raion,3,13
1761,On Legal Succession of Ukraine,3,168
1762,Nextbike,3,1231
1763,Agricultural Academy in Dublany,3,29
1764,Brianka,3,518
1765,French invasion of Russia,206,40563
1766,Moscow,161,142922
1767,Politics of Russia,151,17781
1768,Russian economy,142,56475
1769,Russian Armed Forces,122,55840
1770,International Space Station,114,162143
1771,Caucasus Greeks,98,3472
1772,2010 Polish Air Force Tu-154 crash,97,24895
1773,Rock music in Russia,91,2339
1774,Rus (name),90,4775
1775,Pussy Riot,89,31643
1776,Ivan Bunin,89,4532
1777,Domestic policy of Vladimir Putin,82,984
1778,Russian diaspora,79,4737
1780,Flag of Russia,75,41262
1781,Alexander II of Russia,74,57104
1782,Vladivostok,74,48812
1783,2018 Russian presidential election,70,332
1784,Nikolay Nekrasov,67,1992
1785,Soviet Communists,66,43008
1786,Communist Party of Soviet Union,66,988
1787,Defense industry of Russia,64,4639
1788,Russian national basketball team,62,316
1789,Boris Pasternak,60,18819
1790,White movement,58,28742
1791,Konstantin Balmont,54,878
1792,Second Northern War,51,5046
1793,Russian ballet,51,6822
1794,Dushanbe,50,15003
1795,Latvia,48,155727
1796,Coat of arms of Russia,47,10547
1797,Mikhail Kutuzov,47,8604
1798,Trans-Siberian Railway,47,36695
1800,Anti-Communist,46,965
1801,Anti-communism,46,26171
1802,Gennady Zyuganov,46,8028
1803,Russian famine of 1921â1922,46,11088
1804,Russian Federal Space Agency,45,16375
1805,History of Central Asia,43,4618
1806,Kalmykia,43,11738
1807,Sakha,41,363
1808,Armenia,41,358731
1809,Sakha Republic,41,26020
1810,Norilsk,41,24850
1811,Russian Provisional Government,41,16654
1812,Russian cultural property law,41,91
1813,Brusilov Offensive,41,11845
1814,Russian architecture,40,7135
1815,All-Russian Congress of Soviets,40,2518
1816,Imperialism,40,66782
1817,Dacha,40,23769
1818,Potential superpower,39,1871
1819,Baltic state,39,98482
1820,Geopolitics,38,25921
1821,Annexation of Crimea by the Russian Empire,38,2103
1822,Antony (Khrapovitsky),37,400
1823,Krasnoyarsk,37,13890
1824,Friedrich Engels,36,46962
1825,Ryazan,35,5234
1826,Vladimir Mayakovsky,34,12818
1827,Azerbaijan Democratic Republic,33,7689
1828,Gulag,33,87619
1829,Russian classical music,33,1563
1830,Mir,33,42528
1831,Jewish Autonomous Region,32,1070
1832,Kuril Islands,31,23021
1833,Onion dome,30,5875
1834,Wallachia,30,34133
1835,Viktor Tsoi,29,11237
1836,Moscow University,29,19396
1837,Polish Golden Age,29,1448
1838,Ice hockey at the Olympic Games,29,9620
1839,Tashkent,29,34244
1840,Ice hockey in Russia,29,162
1841,Arkady Rotenberg,28,6849
1842,Belavezha Accords,28,4445
1843,Red Terror,28,16865
1844,2016 United States presidential election,28,1313
1845,Kosovo independence precedent,28,1337
1846,Tbilisi,27,51814
1847,Nursultan Nazarbayev,27,24067
1848,Riga,27,45973
1849,Alina Kabaeva,27,12739
1850,Adam Mickiewicz,26,7588
1852,Decolonisation,25,4233
1853,Crown of the Kingdom of Poland,25,4296
1854,"Russo-Turkish War, 1735-1739",25,3278
1855,Alexis of Russia,25,9094
1856,Decolonization,25,35462
1857,Mir (social),25,3173
1858,Yuri Gagarin,24,139222
1859,Assianism,24,836
1860,Volapuk encoding,24,1145
1861,Russian heraldry,24,754
1862,Southern Russia,24,2943
1863,Sphere of influence,24,14639
1864,Vladimir Vysotsky,23,8823
1865,Sergei Naryshkin,23,477
1866,Belarusians,22,9523
1867,Germany,22,511878
1868,Melting pot,22,23954
1869,European Russia,22,23725
1870,Mikhail Bulgakov,21,14562
1871,BiaÅystok,21,11927
1872,NaziâSoviet economic relations (1934â41),21,1824
1873,Steppe eagle,21,3484
1874,Cyrillic script,21,69999
1875,Dmitry Kozak,21,1020
1876,South Russia (1919â1920),21,308
1878,Trabzon,21,14062
1879,Mount Elbrus,20,23650
1880,Immigration to Russia,20,3146
1881,Semyon Budyonny,20,5837
1882,GdaÅsk,20,38117
1883,Mongol invasion of Rus',20,16510
1884,"Gusev, Kaliningrad Oblast",18,983
1885,Mikhail Kalinin,18,12154
1886,Turkey,18,335456
1887,Ethnic groups in Russia,18,11894
1888,Cali Cartel,18,104715
1889,Luzhniki Stadium,18,34010
1890,Anna Akhmatova,18,9928
1891,GermanâSoviet Axis talks,17,5142
1892,Tom?? Masaryk,17,1029
1893,Rise of Joseph Stalin,17,18891
1894,Boris Romanovich Rotenberg,17,3429
1895,Opera,17,216826
1896,Meduza,17,2386
1897,Alexander Barkashov,17,1390
1898,Dmitri Shostakovich,17,48214
1899,Cold War,17,374732
1900,Primary Chronicle,16,3818
1901,World Jewish Congress,16,4693
1902,Military of the PolishâLithuanian Commonwealth,16,781
1903,Sergey Korolyov,16,1080
1904,Austrians,16,9380
1905,Tunguses,16,256
1906,Slaves,16,94125
1907,Zionism,15,112035
1908,Zionist,15,6340
1909,Georgian affair,15,1654
1910,Gray wolf,15,159933
1911,Alla Pugacheva,15,19392
1912,Chevrolet,15,72552
1913,Boyar,15,9914
1914,Soviet Union national football team,14,8723
1915,International recognition of Kosovo,14,26569
1916,John III Sobieski,14,13402
1917,Russian Empire Census,14,2844
1918,Bosphorus,14,12318
1919,Antisemitism in the Soviet Union,14,6967
1920,Szczecin,14,19348
1921,Soviet Army,14,13185
1922,Treaty of Andrusovo,14,800
1923,Rostov Oblast,14,6569
1924,Greece,13,239375
1925,Ideology of the Communist Party of the Soviet Union,13,4952
1926,Mohammed bin Zayed,13,87
1927,European Bank for Reconstruction and Development,13,10261
1928,Frankfurt,13,91112
1929,Industrialization in the USSR,13,266
1930,Nestl? boycott,13,12553
1931,Lech KaczyÅski,13,13660
1932,Soviet flag,13,255
1933,Komsomol,13,9586
1934,2014 G20 Brisbane summit,12,1527
1935,Space policy,12,1162
1936,Natural gas,12,70430
1937,Mongol Empire,12,110365
1938,Stephen Yavorsky,12,126
1939,Right-wing terrorism,12,10945
1940,Jewish culture,12,11196
1941,Sergei Roldugin,12,1687
1942,Lutherans,11,3681
1943,State serf,11,257
1944,Nuclear Non-Proliferation Treaty,11,64650
1945,Donald Tusk,11,26910
1946,Kasha,11,13364
1947,Julian calendar,11,75313
1948,Maslenitsa,11,5553
1949,Nadezhda Alliluyeva-Stalina,11,24806
1950,Tarpan,11,12020
1951,Sudak,11,1622
1952,Energy security,11,4676
1953,Ethnic Armenians,10,59643
1954,Krymchaks,10,3210
1955,UEFA,10,63575
1956,Georg Leibbrandt,10,1783
1957,Kazakh Soviet Socialist Republic,10,10394
1958,State atheism,10,9960
1959,Southern Victory,10,5433
1960,Decossackisation,10,55
1961,Vinegret,10,2453
1962,Joachim Lelewel,10,496
1963,Hasidic,10,65635
1964,Alexander Osmerkin,10,214
1965,Reply of the Zaporozhian Cossacks,10,20967
1966,Organisation for Economic Co-operation and Development,9,110946
1967,Samuil Nevelshtein,9,102
1968,Kolkhozy,9,8607
1969,Names of Korea,9,7585
1970,Early Cyrillic alphabet,9,6872
1971,Protestant Reformation,9,31467
1972,Kulak,9,23037
1973,Vladimir Horowitz,9,12598
1974,Slavonic-Greek-Latin Academy,9,25
1975,ThorbjÃ¸rn Jagland,9,2716
1976,Involuntary settlements in the Soviet Union,9,2764
1977,Andrei Bubnov,9,1865
1978,Stary Krym,9,915
1979,Ill Bethisad,9,742
1980,Josep Borrell,9,737
1981,Ivan Starov,9,160
1982,Anti-Comintern Pact,9,11333
1983,Ethnic groups of Europe,9,156
1984,Russian avant-garde,9,3956
1985,Chokha,9,4719
1986,Five-year plans for the national economy of the Soviet Union,8,18274
1987,Polish Armed Forces,8,14871
1989,The New York Times,8,157541
1990,Mass graves in the Soviet Union,8,942
1991,EU Battlegroup,8,4212
1992,List of airports in Russia,8,4500
1993,Interlingua,8,6676
1994,Modern Paganism,8,22416
1997,Anarchism,8,78490
1998,Martin Schulz,8,9088
2000,Javier Solana,7,4346
2001,Bucharest,7,61815
2002,Marshal of the Soviet Union,7,12152
2003,Alexei Leonov,7,1099
2004,Ivan Khandoshkin,7,490
2005,Yamna culture,7,18143
2006,Volost,7,1521
2007,Academic degree,7,51882
2008,KOI8-U,7,364
2009,Hero of the Soviet Union,7,23864
2010,Confidence vote,7,30551
2011,Nature reserve,7,14486
2012,Alexander Guagnini,7,212
2013,Doctors' Plot,7,19318
2014,Eastern Orthodoxy,7,21499
2015,Comrade X,7,1232
2016,Lublin,7,12003
2017,Raphael Zaborovsky,7,73
2018,Syria,7,694660
2019,Member state of the United Nations,7,312
2020,Atlantic Council,7,7096
2021,UN member states,7,100444
2022,Energy policy of the European Union,7,2881
2023,Breakaway state,7,311
2024,Leading Seaman,6,543
2025,Xinhua,6,2186
2026,Collective punishment,6,5442
2028,Human sex ratio,6,57013
2029,Hypatian Codex,6,757
2030,Nikolai Vavilov,6,3817
2031,Maria Konopnicka,6,998
2032,Minority language,6,4840
2033,COMECON,6,21546
2034,KrAZ-255,6,2315
2035,Lazar Baranovych,6,67
2036,Humid continental climate,6,24892
2037,Henryk Siemiradzki,6,2034
2038,Sergey Bondarchuk,6,238
2039,Stephen Harper,6,36819
2040,List of cities and towns in Russia by population,6,38688
2041,Emirate of Bukhara,6,7861
2042,Panama Papers,6,56839
2043,Galileo positioning system,6,1134
2044,Corruption,6,47230
2045,Bosnia and Herzegovina,6,154731
2046,Leonid Bershidsky,6,1471
2047,2008 Bucharest summit,6,1576
2048,Chersonesus Cathedral,6,258
2049,National language,6,31242
2050,President of the European Commission,5,13194
2051,Zeev Elkin,5,44
2052,Domestication of the horse,5,10124
2053,Polish State Railways,5,2445
2054,International Monetary Fund,5,147478
2055,Christian denomination,5,36709
2056,PonticâCaspian steppe,5,9229
2057,Definite article,5,3377
2058,List of rivers of Europe,5,16615
2059,European Watershed,5,421
2060,European Network of Transmission System Operators for Electricity,5,2222
2061,Latin America,5,100916
2062,Byzantine architecture,5,12207
2063,Ferenc Gyurcs?ny,5,9964
2064,KPMG,5,98967
2065,Tram,5,27345
2066,Yalta betrayal,5,150
2067,Oligarchy,5,80970
2068,Transylvania,5,62015
2069,Albanian language,5,37594
2070,Child marriage,5,29319
2071,Pinsk Marshes,5,2764
2072,ZamoÅÄ,5,3999
2073,Esox,5,6723
2074,Dissolution of Czechoslovakia,5,17843
2075,1936 Soviet Constitution,5,3541
2076,Mosaic,5,27195
2077,How the Steel Was Tempered,5,3261
2078,Canada,5,602755
2079,Democracy,5,135674
2080,Sergei Khrushchev,5,7237
2081,Center for Public Integrity,5,3721
2082,Tulcea,5,2291
2083,Kosh otaman,5,394
2084,Territorial changes of Poland immediately after World War II,5,3952
2085,Geneva Conventions,4,79679
2086,Switzerland national football team,4,34838
2087,Greek Orthodox Church of Alexandria,4,2196
2088,Ethnic cleansing,4,21328
2089,Dmitry Levitzky,4,590
2091,Vigorish,4,7745
2092,European route E40,4,2146
2093,Gord (archaeology),4,1914
2094,Cereal,4,47726
2095,Coffeehouse,4,20034
2096,Veto,4,17965
2097,Welsh people,4,29991
2098,ChorÄÅ¼y,4,511
2099,Partnership and Cooperation Agreement,4,233
2100,Allies of World War II,4,134267
2101,Soghomon Tehlirian,4,4041
2102,Bobak marmot,4,945
2103,Crimean Mountains,4,1239
2104,Polish Government in Exile,4,10546
2105,Golda Meir,4,41568
2106,Vorskla River,4,231
2107,Honor? de Balzac,4,28139
2108,Decentralisation,4,901
2109,Borders of Poland,4,3135
2110,General officer,4,24817
2111,International Atomic Energy Agency,4,24029
2112,Johann Gottfried von Herder,4,10345
2114,Czechoslovakia,4,105412
2115,Yan Frenkel,4,342
2116,Izyaslav I of Kiev,4,62
2117,Alma River (Ukraine),4,247
2118,Petro Kalnyshevsky,4,383
2119,Minority politics,4,166
2120,Democratic movement,4,176
2121,AntonÃ­n DvoÅÃ¡k,4,37325
2122,Italy national football team,4,80171
2123,Paliy Uprising,4,57
2124,22nd meridian east,4,248
2125,Portugal,4,217976
2126,Sergei Gorshkov,4,192
2127,Old Great Bulgaria,4,6250
2128,Scythian language,4,831
2129,Trieste,4,38852
2130,Ä°slÃ¢m III Giray,4,533
2131,Moscow Articles of 1665,4,42
2132,Ballad of a Soldier,4,2035
2133,Gabriela Zapolska,4,436
2134,Slovenia,4,153716
2135,Operation Atalanta,4,4380
2136,Antares (rocket),4,9622
2137,3rd Guards Tank Army,3,150
2138,Google,3,776331
2139,Roman Catholicism in Romania,3,660
2140,Vega rocket,3,334
2141,Vocational school,3,27175
2142,Milliy Firqa,3,99
2143,Roe deer,3,17269
2144,President of the European Council,3,9194
2145,Dregoviches,3,156
2146,Volodar of Peremyshl,3,213
2147,South Slavic languages,3,5945
2148,Reporters Without Borders,3,12928
2149,Catacomb culture,3,1866
2150,Dissolution of Austria-Hungary,3,118
2151,Austria national football team,3,17558
2152,Orange (color),3,1549
2153,Extermination camp,3,41250
2154,Smooth newt,3,5037
2155,Muammar Gaddafi,3,187709
2156,Iraqi Army,3,11958
2157,Aleksey Karyakin,3,453
2158,Old Town (Lviv),3,675
2159,Total fertility rate,3,26869
2160,Krajina,3,1707
2161,Bardejov,3,1827
2162,Ugandan Air Force,3,620
2163,2014 FIBA Basketball World Cup,3,9654
2164,TarnÃ³w,3,3969
2165,Sich-1,3,226
2166,Sylvester Kosiv,3,71
2167,WÅadysÅaw GomuÅka,3,5043
2168,Principality of Turov,3,479
2169,Complete knock down,3,2075
2170,Chernobyl Nuclear Power Plant sarcophagus,3,10578
2171,Slovakia,3,131662
2172,Magdeburg rights,3,1612
2173,Daniel Schultz,3,485
2174,Poppy seed,3,39261
2175,Automatic number-plate recognition,3,8993
2176,Semi-presidential republic,3,28852
2177,Siret (river),3,653
2178,Cohabitation (government),3,2196
2179,Battle of LwÃ³w (1920),3,463
2180,Drevlyans,3,2856
2181,Ulichians,3,487
2182,Norilsk uprising,3,841
2183,Polish Air Force,3,13213
2184,Kyprian Zochovskyj,3,124
2185,Battle of Khotyn (1621),3,1934
2186,Mehmed IV,3,21332
2187,List of designated terrorist groups,3,34723
2188,Michael Rohoza,3,200
2189,Engie,3,14271
2190,Leopold von Sacher-Masoch,3,7700
2191,Pavlo Holovaty,3,67
2192,Dave Levac,2,661
2193,History of Canada,2,39581
2194,Sebastian Giovinco,2,53604
2195,Pentecost,2,108718
2196,Lustration,2,2660
2197,Hasmonea LwÃ³w,2,147
2198,Satapatha Brahmana,2,508
2199,Stefan Bastyr,2,122
2200,Poles,2,28888
2201,Theodore the Studite,2,1407
2202,Konstanty Wasyl Ostrogski,2,302
2203,Dacia,2,21218
2204,Syro-Malabar Church,2,524
2205,Charles I of Hungary,2,3679
2206,Roman Catholic Archdiocese of Lviv,2,349
2207,Carpi (people),2,3863
2208,Governor of Luhansk Oblast,2,126
2209,Birmingham,2,122294
2210,Kipchak people,2,8551
2211,Protected areas of Poland,2,354
2212,Agnieszka Holland,2,4853
2213,Kontusz,2,958
2214,Banat,2,7990
2215,Royal Cornwall Gazette,2,40
2216,Svidn?k,2,364
2217,Office of eDiplomacy,2,310
2218,P?voa de Varzim,2,3856
2219,Mental hygiene,2,399
2220,Germanic peoples,2,77922
2221,Munich Agreement,2,55107
2222,Stanislaw Ulam,2,8539
2223,Acting Hetman,2,37
2224,Cyril Terlecki,2,168
2225,Kingdom of Fez,2,932
2226,Brahmana,2,5803
2227,Romance language,2,69789
2228,Cisleithania,2,7094
2229,Leonid Chernovetskyi Bloc,2,69
2230,George I of Halych,2,69
2231,Asparuh of Bulgaria,2,1304
2232,Administrative divisions of Luhansk Oblast,2,102
2233,Chapel of the Boim family,2,97
2234,Johann Georg Pinsel,2,279
2235,Bulgarian dialects,2,816
2237,Ministry of Healthcare (Ukraine),2,915
2238,Ukrainian universities,2,39
2239,Yuzivska gas field,2,103
2240,Roald Hoffmann,2,3574
2241,President of the European Parliament,2,5327
2242,"Bernardine Church, Lviv",2,282
2243,Lviv Town Hall,2,325
2244,Constituencies,2,452
2245,Streit Group Spartan APC,2,1299
2246,Bay of Pomerania,2,451
2247,Targi Wschodnie,2,118
2248,Regensburg,2,20504
2249,Nikifor,2,627
2250,Shahdara,2,3150
2251,Rybalskyi Peninsula,2,211
2252,Metalurh Stadium (Donetsk),2,263
2254,Measures having equivalent effect,2,21392
2255,Tisza,2,3881
2256,Wojciech Kilar,2,2851
2258,Gorals,2,4013
2260,Union of Lublin Mound,2,134
2261,Gregory Stanton,2,2066
2262,Compassion,2,16621
2263,Battle on the Irpen' River,2,204
2264,Dionysius Balaban,2,130
2265,Olga Tokarczuk,2,2789
2266,James Baker,2,67963
2267,Dulebes,2,362
2268,Constitution,2,59051
2269,Doping in Russia,329,15782
2270,Crimean War,313,108264
2271,Borussia MÃ¶nchengladbach,203,72451
2272,Circassian genocide,168,6558
2273,First Chechen War,167,25076
2274,Iran-Russia relations,166,6961
2275,Abkhazia,166,57441
2276,Nicholas II of Russia,165,174201
2277,IndiaâRussia relations,144,15081
2278,India?Russia relations,144,15081
2279,PolishâMuscovite War (1605â1618),137,705
2280,Imperial Russian Army,126,8976
2281,First Russian circumnavigation,118,602
2282,War in Abkhazia (1992â1993),117,4206
2283,Mikhail Khodorkovsky,100,23176
2284,Revolution of 1905,97,7406
2285,Yekaterinburg,96,44106
2286,Alexander Litvinenko,95,37030
2287,LGBT rights in the Soviet Union,95,71
2288,KoÅciuszko Uprising,93,3680
2289,Kosciuszko Uprising,93,41
2290,Battle of Grozny (1994?95),93,7763
2291,Kaliningrad Oblast,92,30647
2292,Kalmyk people,91,11750
2293,German Empire,88,126912
2294,Islam in Russia,87,17285
2295,Nikolai Leskov,87,2218
2296,United Russia,83,27891
2297,Dvoryanstvo,80,9231
2298,Sergei Witte,77,6905
2299,Pyotr Ilyich Tchaikovsky,77,78828
2300,Austria-Hungary,75,130758
2301,1993 Russian constitutional crisis,74,10887
2302,Tajikistan,73,86223
2303,First Partition of Poland,73,4482
2304,Elizabeth of Russia,73,27628
2305,"Fort Ross, California",70,7239
2308,Fyodor Dostoyevsky,68,19180
2309,November Uprising,67,7238
2310,Antisemitism in the Russian Empire,65,3026
2311,Aleksey Konstantinovich Tolstoy,65,1563
2312,Russian Railways,63,8357
2313,Kazan,62,33723
2314,Republic of Tatarstan,61,34456
2315,Sergei Rachmaninoff,61,48456
2316,Partition Sejm,59,411
2317,Nihilist movement,58,2387
2318,Putinism,55,3829
2319,Grigory Potemkin,55,9281
2320,Masuria,54,4799
2321,Siberia,54,87568
2322,Mikhail Vrubel,54,3136
2324,Russia-1,49,3126
2325,Sakhalin,49,27975
2326,Vladimir Nabokov,49,47377
2327,Bashkortostan,48,12998
2328,ElblÄg,48,3743
2329,Chechen Republic of Ichkeria,47,15252
2330,Marc Chagall,46,44575
2331,Primorsky Krai,45,13252
2332,Alexander Prokhanov,45,749
2333,Rossiya Bank,45,1916
2334,2008 Russian presidential election,43,7
2335,Mikhail Kasyanov,42,3964
2336,Novichok agent,42,223430
2337,Georgi Plekhanov,42,3627
2338,Cinema of Russia,42,5369
2339,Sayfo,41,17
2340,Latvian Soviet Socialist Republic,41,5245
2341,Igor Stravinsky,40,50445
2342,Azerbaijan,40,339547
2343,Volga River,40,37252
2345,Alexy II of Moscow,38,1295
2346,World War I casualties,37,64887
2347,Trotskyism,37,34386
2348,Neo-Stalinism,36,2402
2349,Winter Olympic Games,36,76792
2350,Kola Peninsula,36,8176
2351,Novgorod Oblast,36,3143
2352,Rail transport in Russia,36,2905
2353,Russian National Unity,35,3021
2354,Orthodox Church in Hawaii,35,406
2355,Orlando Figes,35,3104
2356,Port of Novorossiysk,34,1201
2357,Polish areas annexed by Nazi Germany,34,3649
2358,Russian Futurism,33,3146
2359,GOST,32,7327
2360,Lake Baikal,32,65957
2361,Agriculture in Russia,32,5114
2362,Moscow State Institute of International Relations,32,5188
2363,Pravda,32,17186
2364,Saint Petersburg State University,32,9372
2365,Alexander Kerensky,31,24168
2366,Nicholas Roerich,31,8624
2367,Capital punishment in Russia,31,4441
2368,Warsaw Uprising,30,33427
2369,Mikhail Glinka,29,7032
2370,List of Russian monarchs,29,35170
2371,Aleksandr Griboyedov,28,159
2372,Novosibirsk,28,32096
2373,Russo-Turkish War (1787â92),28,879
2374,Patriarch Tikhon of Moscow,27,1934
2376,White-tailed eagle,27,12804
2377,Dissenters' March,27,918
2378,Shanghai Cooperation Organisation,26,61427
2379,Tyutchev,26,62
2380,Sweden,26,360075
2381,Fyodor Tyutchev,26,2196
2382,Socialism,26,142666
2383,Ural Mountains,25,34053
2384,Vikzhel,25,123
2385,Aleksey Pleshcheyev,25,391
2387,War of Laws,25,867
2388,The Moscow Times,24,3549
2389,Dome,24,19853
2390,Soviet ruble,24,8956
2391,Tatar language,24,9937
2392,Stalinist,23,38424
2393,Ilia Chavchavadze,23,2006
2394,Baltic Sea,23,44820
2395,Strategic Rocket Forces,23,12973
2396,Podpolkovnik,23,2253
2397,Ottoman wars in Europe,22,11180
2398,Oder-Neisse line,22,3183
2399,Anton Chekhov,22,54235
2400,2022 Winter Olympics,22,44558
2401,Kazakhs,22,26961
2402,Uzbeks,22,17114
2403,Narodnaya Volya,22,5972
2404,Pan Tadeusz,22,2661
2405,Ufa,22,12042
2406,Kaunas,21,18277
2407,Sigismund III of Poland,21,10168
2408,Yabloko,21,4848
2409,Kronstadt rebellion,21,10244
2410,Soviet Air Force,21,15083
2411,2013 Summer Universiade,21,1608
2412,North Asia,21,13776
2413,Khabarovsk Krai,21,6011
2414,Constitutional Democratic Party,20,3474
2415,Nuclear warfare,20,30975
2416,Christian,20,64322
2417,Anatoly Lunacharsky,20,2600
2418,Berlin,20,158502
2419,Fabian Gottlieb von Bellingshausen,20,3106
2420,Buryat people,20,522
2421,Lithuanian Soviet Socialist Republic (1918â19),20,555
2422,Saratov,20,10732
2423,Declaration of the Rights of the Peoples of Russia,19,712
2424,Cyrillic alphabets,19,26532
2425,Propaganda in the Soviet Union,19,13838
2426,Peredvizhniki,19,3586
2427,Anschluss,19,53893
2428,Sheremetyevo International Airport,19,22948
2429,Lev Avnerovich Leviev,19,4092
2430,Moscow Victory Day Parade,19,847
2431,Putin-Medvedev tandemocracy,18,5347
2432,Lithuanian language,18,27618
2433,Kronstadt,18,7316
2434,White Ruthenia,18,2329
2435,Swedish Empire,18,21802
2436,France,18,421560
2437,Persia,18,322381
2438,Soviet era,18,7931
2439,ÅÃ³dÅº,18,21056
2440,Stalin's cult of personality,18,7188
2441,DDT (band),18,1878
2442,Lithuanians,17,11152
2443,Mikhail Sholokhov,17,4046
2444,Tambov,17,3214
2445,Closed city,17,18491
2446,Salyut programme,17,5485
2447,Alexander Bogdanov,17,7251
2448,Imperial University of Dorpat,17,95
2449,Patriarch Alexy I of Moscow,17,753
2450,Bashar Al-Assad,17,683167
2451,Composers' Union,17,64
2452,Volgograd,17,44689
2453,Alexander Scriabin,17,13657
2454,"Vladimir, Russia",17,7387
2455,Novogrudok,17,81
2456,Almaty,16,38992
2457,Astana,16,38143
2458,Battle of Gnila Lipa,16,743
2459,WÅadysÅaw IV Vasa,16,8834
2460,Pictures at an Exhibition,16,19167
2461,Naryshkin baroque,16,384
2462,Great Russia,16,1922
2463,Colonized,16,159
2464,Zabaykalsky Krai,16,3606
2465,Nestor Lakoba,16,3384
2466,Gestapo,16,72977
2467,Socialist state,16,21044
2468,Ottoman Army of Islam,16,283
2469,Grodno,16,7703
2470,Henryk Sienkiewicz,16,7263
2471,Livonian campaign of Stephen BÃ¡thory,16,504
2472,Buryatia,16,8116
2473,Bolshoi Theatre,16,12223
2474,Mikhail Tukhachevsky,15,11755
2476,2015 World Aquatics Championships,15,2508
2477,Soviet Air Defence Forces,15,4411
2478,Grammatical gender,15,29421
2479,Moscow Metro,15,23103
2480,Scorched earth,15,28200
2481,Russian police reform,15,624
2482,Double-headed eagle,15,15453
2483,Soviet Navy,15,15158
2484,Pomerania,15,19385
2485,Anatoly Sobchak,15,6535
2486,Government of the Soviet Union,14,7923
2487,Zapovednik,14,1448
2488,Kars Oblast,14,3073
2489,Andrei Tarkovsky,14,40247
2490,Architecture of Austria,14,215022
2491,Balts,14,8754
2492,Bulgaria,14,177220
2493,Stalin and antisemitism,14,6358
2494,Osip Piatnitsky,14,330
2495,Georgy Gapon,14,3589
2496,Leonid Andreyev,14,1785
2497,Novy God,14,989
2498,Maksim Kovalevsky,14,382
2499,Georgians,14,14476
2500,Great Turkish War,14,13064
2501,Ahrar al-Sham,13,15210
2502,List of wars involving Poland,13,5475
2503,FIFA,13,73768
2504,"Cyprian, Metropolitan of Moscow",13,100
2505,Patronym,13,1133
2506,Russian embassies,13,262
2507,European Court of Human Rights,13,19815
2508,Modern era,13,4286
2509,Cosmonautics Day,13,19307
2510,Ivan Paskevich,13,1126
2511,Modern history,13,88657
2512,Baroque,13,70871
2513,Vladimir Lenin All-Union Pioneer Organization,13,2922
2514,Cleveland,12,76503
2515,Virtuti Militari,12,3250
2516,Russian desman,12,1500
2517,Priozersky District,12,326
2518,Hellenes,12,39698
2519,2008 Kosovo declaration of independence,12,6708
2520,Warsaw,12,78174
2521,Batum,12,16814
2522,StanisÅaw LeszczyÅski,12,4598
2523,Vyacheslav Menzhinsky,12,2670
2524,UN Security Council,12,107404
2525,Soviet Union and the United Nations,12,3564
2526,Russian Republic,11,14695
2527,Transcaucasian Socialist Federative Soviet Republic,11,7792
2528,Safavid Iran,11,377
2529,Second language,11,18023
2530,Islam Karimov,11,12866
2531,Mountainous Republic of the Northern Caucasus,11,4262
2532,Mikhail Eisenstein,11,754
2533,Esperanto,11,98265
2534,Barack Obama,11,716941
2535,Batu Khan,11,11498
