id,Label,total_relevance,pageviews
117,Ukrainian Orthodox Church (Moscow Patriarchate),100,2965
118,Collectivization in the Ukrainian Soviet Socialist Republic,70,722
119,Political status of Crimea,131,10587
120,Black Sea Fleet,204,9059
121,Republic of Crimea,174,17675
122,Ukrainian Autocephalous Orthodox Church,79,1876
123,Bandura,77,3535
124,Orange Revolution,78,13687
125,Odesa,118,46549
126,Nadiya Savchenko,124,3431
127,Treaty of Warsaw (1920),75,838
128,Act Zluky,64,600
129,Communist Party (Bolsheviks) of Ukraine,92,1779
130,Taras Shevchenko,83,7669
131,FC Dynamo Kyiv,67,34323
132,Volodymyr Semynozhenko,62,124
133,Crimean Peninsula,164,124236
134,Natural gas in Ukraine,89,666
135,Ukrainian alphabet,75,8140
136,Our UkraineâPeople's Self-Defense Bloc,63,1001
137,National University of Kyiv-Mohyla Academy,71,1847
138,Ministry of Defense of Ukraine,66,49
139,Political parties in Ukraine,63,1516
140,Mykhailo Hrushevsky,69,1666
141,Ukrainian Orthodox Church â Kyiv Patriarchate,68,2253
142,Vitali Klitschko,62,65409
143,Donetsk,86,18562
144,History of Poland (1939â1945),82,5966
146,Ukrainophone,70,264
147,Cossack Hetmanate,125,7848
148,Mykolaiv,83,6184
149,Nikita Khrushchev,78,162230
150,Denial of the Holodomor,69,4351
151,FC Shakhtar Donetsk,63,53435
152,Shakhtar Donetsk,63,2258
153,History of the Ukrainians in Baltimore,59,302
154,Cossacks,233,69590
155,Nuclear weapons and Ukraine,78,4536
156,Ukrainian cooperative movement,57,233
157,RussiaâUnited States relations,453,20215
158,2017 Petya cyberattack,71,906
159,National Academy of Sciences of Ukraine,56,1435
160,2008â09 Ukrainian financial crisis,56,442
161,Dnipropetrovsk Oblast,65,4833
162,Serhiy Tihipko,64,1027
163,Holodomor genocide question,57,5949
164,Ukrainian government,53,4760
165,Polonization,88,2817
167,Subdivisions of Ukraine,61,5706
168,Ukrainophiles,60,365
169,Judicial system of Ukraine,54,418
170,Socialist Party of Ukraine,53,961
171,Treaty of Brest-Litovsk (UkraineâCentral Powers),66,1302
172,Igor Girkin,135,2576
173,Ternopil,63,5042
174,Human rights in Ukraine,55,1226
175,Volodymyr Kubiyovych,53,277
176,Reichskommissariat Ukraine,53,5931
177,Andriy Shevchenko,50,74203
178,Enlargement of NATO,113,13702
179,Autonomous Republic of Crimea,91,13520
180,Austrian Poland,73,12514
181,Lviv pogroms,51,9459
182,International sanctions during the Russo-Ukrainian War,284,13602
183,2 May 2014 Odessa clashes,104,289
184,Kuchma,61,4766
185,People's Movement of Ukraine,54,1240
186,Football Federation of Ukraine,50,2177
188,Bloc Yulia Tymoshenko,50,1047
189,Solidarity (Ukraine),48,1627
190,Borys Kolesnykov,48,38
191,2010 UkrainianâRussian Naval Base for Gas treaty,79,166
192,Education in Ukraine,56,4531
193,"Ukrainian Village, Chicago",50,2714
194,Mariupol,100,7120
195,Bohdan Khmelnytskyi,84,7760
196,Filaret (Denysenko),64,1031
197,Ukrselena,57,1761
198,Leonid Kravchuk,54,2743
199,Ukrainian Sich Riflemen,52,592
200,History of Poland,157,18506
202,National Guard of Ukraine,63,3349
203,Romanization of Ukrainian,54,2392
204,Ukrainian Democratic Alliance for Reform,46,1673
205,Chernobyl disaster,61,304542
206,Ukrainian architecture,56,1258
207,2015 Ukrainian presidential election,67,449
208,Polish population transfers (1944?1946),61,1835
209,Polish population transfers (1944â1946),61,1835
210,Mykola Azarov,52,1274
213,Ukrainian State,50,4182
214,Ivan Krypiakevych,45,106
215,Transnistria,118,64156
216,Commonwealth of Independent States,84,71071
217,Sloboda Ukraine,67,2256
218,2004 Ukrainian presidential election,65,119
219,Eastern Ukraine,60,2347
221,Ukrainian folk music,44,1007
222,First Azarov Government,42,251
223,Higher education in Ukraine,43,1465
224,RT (TV network),203,206484
225,Kuban Cossacks,109,4839
226,Novorossiya (confederation),76,9301
227,Ruthenians,57,8508
228,Kolomyia,41,2094
229,RussiaâNATO relations,300,4037
230,Little Russia,99,3166
231,Ivan Mazepa,64,3654
232,Oleh Tsarov,55,110
233,Opposition Bloc,45,4401
234,List of Ukrainian rulers,44,1063
235,Executed Renaissance,42,634
236,People's Deputy of Ukraine,38,646
237,Second Tymoshenko Government,38,118
239,Ems Ukaz,68,678
241,George Shevelov,48,275
242,Central Rada,44,246
243,Boryspil International Airport,40,19419
244,UEFA Euro 2012,39,56823
245,"Forward, Ukraine!",37,75
246,Our Ukraine (political party),37,1361
247,Levko Lukyanenko,37,346
248,Ukrainian passport,37,5818
249,Army of the South-East,99,260
250,Former Soviet Republics,93,37195
251,Ukraine International Airlines,41,18025
252,Ukrainian World Congress,37,254
253,Ukrainian embroidery,37,1362
254,Jaroslav Rudnyckyj,36,220
255,Barszcz,85,43990
256,Southern Ukraine,48,940
257,Independence Day of Ukraine,39,1290
258,LvovâSandomierz Offensive,37,2945
259,Viktor Baloha,35,228
260,Zhytomyr,46,4894
261,FC Karpaty Lviv,37,5773
262,Oleksandr Viktorovych Klymenko,37,76
263,Chernivtsi Oblast,37,2898
264,Constitution of Ukraine,36,2588
265,Ukrainian Latin alphabet,35,832
266,Second Azarov Government,35,315
267,Sevastopol,98,34520
268,Kresy,57,4881
269,Ruthenia,53,9204
270,Romanians in Ukraine,53,614
271,Greeks in Ukraine,44,1611
272,Lviv University,35,3191
273,Ukrainian Cossacks,84,7672
274,Budjak,66,3057
275,Chernobyl Exclusion Zone,41,21512
276,Coal in Ukraine,40,548
277,2014 Ukrainian parliamentary election,39,535
278,Ivan Franko,35,2122
279,PolandâUkraine border,33,1328
280,Pysanky,32,290
281,Central Election Commission of Ukraine,32,439
282,Soviet,152,405049
283,Sergey Lavrov,99,14196
284,1954 transfer of Crimea,75,4130
285,Pierogi,45,48268
286,Ivan Dorn,43,2025
287,Mykola Skrypnyk,42,983
288,Tourism in Ukraine,38,2566
289,Ukrainian elections,34,1777
290,Emergency Medicine Reform in Ukraine since 2016,31,254
291,Bystroye Canal,31,363
292,United Centre,31,228
293,Bessarabia,84,17937
294,Eastern Front (World War II),66,65770
295,Lisbon Protocol,50,705
296,Ternopil Oblast,36,2412
297,Cherkasy,35,4617
298,Valentyn Nalyvaichenko,32,1088
299,LwÃ³w pogrom (1918),32,1050
300,Strong Ukraine,32,590
301,Congress of Ukrainian Nationalists,31,756
302,Russophobes,475,102
303,Crimean bridge,86,157
304,Zaporizhzhia,53,166
305,Soviet famine of 1946â1947,52,3207
306,John Mearsheimer,48,7368
308,Panteleimon Kulish,34,394
309,Ukrainian Declaration of Independence,33,2445
311,Yevhen Konovalets,33,940
312,Pavlo Lazarenko,32,1458
313,Armia Krajowa,31,4265
314,European Party of Ukraine,29,226
316,Pereyaslav Council,65,1491
317,Luhansk Oblast,54,5090
318,Soviet partisans,45,6910
319,Kyiv Post,39,1805
320,Mariupol standoff,39,70
321,Kamianets-Podilskyi,36,5166
322,Ukrainian hryvnia,35,12482
323,Serhiy Arbuzov,32,484
324,Oblasts of Ukraine,30,3818
326,Ulana Suprun,29,1647
327,Mykola Knyazhytsky,29,30
328,Ukraine national basketball team,28,1180
329,Mykola Tomenko,28,145
330,Leonid Chernovetsky,28,81
332,Moldova,89,151507
333,Soviet occupation of Bessarabia and Northern Bukovina,53,6112
334,All-Ukrainian Congress of Soviets,41,219
335,Visa requirements for Ukrainian citizens,36,24128
336,Rail transport in Ukraine,36,625
337,Mykhailo Dobkin,35,738
338,Central Ukraine,32,672
339,Vasyl Stus,30,643
340,Yuriy Boiko,30,63
342,Local governance in Ukraine,27,12
343,Christian Democratic Union (Ukraine),27,197
344,Viacheslav Chornovil,27,755
345,Ivan Ohiyenko,27,23
346,Foreign relations of Russia,470,8280
347,Chernihiv,38,4412
348,Intercession of the Theotokos,37,1163
349,Peter Mogila,34,610
350,Okean Elzy,33,3116
351,Vlas Chubar,30,740
352,Arsen Avakov (politician),30,289
353,Ukrainian Military Organization,29,240
354,Ukrainian folklore,29,944
355,Ukrainian literature,28,1646
356,Population exchange between Poland and Soviet Ukraine,28,749
357,Servant of the People (political party),28,1405
358,Declaration of State Sovereignty of Ukraine,27,501
359,Constitutional Court of Ukraine,26,463
360,Ukrainian People's Party,26,201
361,Sport in Russia,202,7726
362,Boris Nemtsov,106,9726
363,Battle of Konotop,62,433
364,Neo-Nazis,58,563
365,Anti-Semitism,43,4835
366,Antisemitism,43,119964
367,Donetsk Oblast,38,8085
368,List of Metropolitans and Patriarchs of Kiev,37,402
369,Rusyn language,35,9741
370,Onufriy (Berezovsky),33,382
371,CucuteniâTrypillia culture,32,4570
372,Pavel Postyshev,29,1029
373,Ivano-Frankivsk Oblast,27,2835
374,Prosecutor General of Ukraine,26,1277
375,Ukrainian Republican Party,25,197
376,Populated places in Ukraine,25,1089
377,Polish-Ukrainian Peace Force Battalion,25,132
378,Revolution on Granite,25,296
379,Vyacheslav Kyrylenko,25,215
380,RussiaâEuropean Union relations,362,6150
381,Russian Jewish,169,1512
382,Petro Doroshenko,39,1058
383,Trilateral Contact Group on Ukraine,39,1119
384,Volhynia,37,6084
385,Wladimir Klitschko,34,151534
387,Nuclear power in Ukraine,31,1157
388,Shevchenko Scientific Society,28,232
389,Ukrainian oligarchs,27,2733
390,Omeljan Pritsak,26,1470
391,Anatoliy Hrytsenko,25,1148
392,Encyclopedia of Ukraine,25,458
393,Orest Subtelny,25,573
394,"Ukrainian Republican Party ""Sobor""",24,39
397,Uman?Boto?ani Offensive,24,497
398,Pavlo Skoropadskyi,40,2308
399,Moldavian Autonomous Soviet Socialist Republic,31,1913
400,ChÅopomania,30,215
401,Maidan Nezalezhnosti,27,5567
402,Ukrainians of Romania,26,554
403,OST-Arbeiter,25,661
404,Ukrposhta,24,736
405,Ukrainian Encyclopedia (publisher),23,71
406,Hennadiy Udovenko,23,240
408,Russian Orthodox Church,161,39619
409,Arseny Pavlov,43,596
410,Khmelnytsky Uprising,42,7580
411,Peace of Riga,33,3231
412,Taras Kuzio,33,640
413,University of Kyiv,28,3105
415,Andrey Sheptytsky,28,946
416,Right-bank Ukraine,27,1321
418,Deep and Comprehensive Free Trade Area,25,2950
419,Constitution of the Ukrainian SSR,25,106
420,Ukrainian Galician Army,24,869
421,Ukrainian Baroque,24,800
422,Anatoliy Kinakh,23,362
423,Ukrainian Second League,22,2818
424,Nord Stream,113,13714
425,The Ruin (Ukrainian history),50,910
426,Natural gas in Russia,49,1234
428,Gareth Jones (journalist),34,3072
429,Chernobyl,32,45180
430,Dnieper River,31,14376
431,Luhansk,30,6648
432,Zaporizhia Oblast,28,2524
433,Zaporizhzhia Oblast,28,86
434,BelarusâUkraine border,28,823
435,Anna Muzychuk,26,2138
436,Lazar Kaganovich,24,12579
437,Ivan Drach,22,346
438,The Holocaust in Ukraine,22,5162
439,Yaroslav Stetsko,21,863
440,Eurasian Economic Union,144,44345
441,Russian Civil War,112,62363
442,Stalin,110,459873
443,Political abuse of psychiatry in the Soviet Union,101,5459
444,Crimean Tatars,72,23419
445,OSCE,47,18858
446,Yat,47,2500
447,Mike Pompeo,37,266563
448,Kremenchuk,37,2420
449,Dnipropetrovsk National University,32,111
450,Izium,31,709
451,Occupation of Poland (1939â1945),28,8713
452,Territorial defence battalions (Ukraine),27,850
453,Metropolitan of Kyiv and All Ukraine,24,2
454,General Government,23,10240
455,Lviv Academy of Commerce,23,188
456,Borys Tarasyuk,22,226
457,Andriy Atanasovych Melnyk,21,770
458,Roman Catholicism in Ukraine,21,254
459,LwÃ³w Eaglets,20,823
460,Lychakiv Cemetery,20,1185
461,Ukraine's health system,20,23
462,Solomiya Krushelnytska,20,612
463,Democratic Bloc (Ukraine),20,249
464,Russification,277,7105
465,Belarus,120,188945
467,Kazakhstan,94,215239
468,Kirill of Moscow,76,6291
469,JÃ³zef PiÅsudski,73,17852
470,Nikolai Gogol,60,24089
471,Mejlis of the Crimean Tatar People,47,2014
472,Eastern Partnership,41,4393
473,Druzhba pipeline,41,2147
474,Soviet invasion of Poland,40,16306
475,Igor Plotnitsky,32,1367
476,Second Polish Republic,30,21563
477,Chernobyl Nuclear Power Plant,28,23997
478,Antonov,26,18309
479,Kyiv Oblast,24,162
480,2015 Ukrainian local elections,23,214
482,Oleg Blokhin,21,7554
483,Lviv oblast,21,3942
484,Economic Development (parliamentary faction),19,2007
485,Lubomyr Husar,19,683
486,Supreme Court of Ukraine,19,624
487,Roman Bezsmertny,19,19
488,Ukrainian Helsinki Group,19,256
489,Ulas Samchuk,19,137
490,Alexei Navalny,178,24286
491,Byelorussian SSR,116,13834
492,Belarusian Soviet Socialist Republic,116,295
493,Donald Trump,55,1269714
494,Novorossiya,54,7971
495,Russian imperialism,50,3580
496,Old East Slavic language,47,4731
497,General Secretariat of Ukraine,29,294
498,Ivan Kotlyarevsky,28,259
499,Grigory Petrovsky,25,1090
500,Horlivka,23,2752
501,Ukrinform,21,931
502,Nikolai Podgorny,20,2346
503,Southern Bug,20,1971
504,Ukrainian Orthodox Church of the USA,20,733
505,Ge with upturn,20,197
506,Vinnytsia Oblast,19,2048
507,National Police of Ukraine,19,2630
508,Hromada (political party),18,426
510,All-Ukrainian Central Executive Committee,18,102
511,Ihor Yukhnovsky,18,55
512,Ministry of Foreign Affairs (Ukraine),18,970
513,History of Russia,364,36147
514,Russian (language),236,194
515,Russian language,236,103712
516,Russian Airborne Troops,66,14085
517,Lviv National Art Gallery,27,448
518,Vopli Vidoplyasova,23,144
519,SMERSH,22,11119
520,The Holocaust in Poland,21,11856
521,First Yatsenyuk Government,21,407
522,Rivne,20,4442
523,Hetman,20,3809
524,Kobza,20,1063
525,Volodymyr Shcherbytsky,20,868
526,Our Land (Ukraine),19,755
527,Presidium of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,17,122
529,"Rise up, Ukraine!",17,679
530,National Security and Defense Council of Ukraine,17,880
531,Yuriy Pavlenko,17,79
532,List of Communist monuments in Ukraine,17,57
533,Bloc Lytvyn,17,252
534,Nikolay Kostomarov,56,390
535,Fancy Bear,55,15794
536,2014 Winter Paralympics,49,2094
537,Battle of Berlin,45,64334
538,Koliivshchyna,30,38
539,Victoria Nuland,28,7788
540,Volodymyr Antonovych,27,166
541,Serhii Plokhy,25,40
542,Bakhmut,23,1461
543,Lysychansk,23,1168
544,Chernivtsi University,22,1455
545,Territories of Poland annexed by the Soviet Union,21,3840
546,Mykhailo Drahomanov,20,413
547,Second Yatsenyuk Government,19,230
548,Olena Teliha,18,358
549,Illichivets,17,69
551,Oleksiy Ryabchyn,17,73
552,Khmelnytskyi Oblast,17,2003
553,Yuri Kostenko,16,12
555,Drohobych,16,2881
556,Oleksandr Omelchenko,16,283
557,Leopolis Jazz Fest,16,604
558,Verkhovna Rada building,16,484
559,Volodymyr Lytvyn,16,363
560,Ministry of Internal Affairs of Ukraine,16,2054
561,Adam Martyniuk,16,80
562,Seven Wonders of Ukraine,16,1795
563,Russian federation,390,669299
564,RussiaâUnited Kingdom relations,230,6721
565,Russian speakers,208,88
566,Federal Security Service,85,34193
567,Operation Bagration,61,21199
568,Sea of Azov,55,13650
569,Russo-Polish War (1654â1667),44,3432
570,Deportation of the Crimean Tatars,43,18607
571,Roshen,29,4399
572,Kherson,27,5596
573,Halychyna,25,35268
574,PolishâSoviet border agreement of August 1945,22,533
575,Blue Army (Poland),22,2289
576,Podolia,22,4349
577,Uman,20,3841
578,Stanislav Kosior,20,1268
579,Chernihiv Oblast,19,1969
580,Donbass Arena,18,7852
581,Jon Krakauer,17,38882
582,Ossolineum,17,722
583,Roman Zvarych,16,165
584,Prime Minister of Ukraine,16,3022
585,Lina Kostenko,15,805
586,Petrykivka painting,15,611
587,Front of Changes,15,243
588,List of rivers of Ukraine,15,507
589,For Ukraine!,15,212
590,Serhiy Vlasenko,15,81
591,RussiaâTurkey relations,114,4143
592,Aleksandr Solzhenitsyn,105,50002
593,Treaty of Brest-Litovsk,77,30042
594,Polish Jews,60,23177
595,Eastern Orthodox Culture,54,109015
596,Vysoky Zamok (newspaper),26,158
597,Nabat,25,497
598,Hlukhiv,24,745
599,Sloviansk,24,1894
600,Lutsk,24,3982
602,Siret,20,1063
604,Petro Konashevych-Sahaidachny,20,741
605,Igor Sikorsky Kyiv Polytechnic Institute,18,1829
606,Lyudmyla Denisova,18,179
607,Kharkiv Oblast,18,3061
608,Holocaust,18,359950
609,Early Slavs,17,11892
612,Saint Sophia Cathedral in Kiev,16,1083
613,Oles Honchar,16,396
614,Holodomor Memorial Day,14,18
615,Lviv bid for the 2022 Winter Olympics,14,220
616,Kirovohrad Oblast,14,2442
617,Red Data Book of Ukraine,14,161
618,The Ukrainian Week,14,432
619,Andriy Shkil,14,115
620,Ukrainian wreath,14,1109
621,"History of Germans in Russia, Ukraine and the Soviet Union",182,4816
622,Mikhail Gorbachev,100,198483
623,Doukhobors,69,14336
624,Roman Abramovich,68,216044
625,Lithuania,64,171951
626,Tupolev Tu-160,62,35861
627,Droughts and famines in Russia and the Soviet Union,38,4834
628,Molotschna,32,1140
629,Oleksandr Usyk,28,27565
630,Viktor OrbÃ¡n,26,32421
631,Oliver Stone,25,61580
632,An-225,24,65631
633,Seversky Donets,23,1500
634,Volodymyr-Volynskyi,23,1327
635,Debaltseve,22,1402
636,Aleksandr Zakharchenko,22,6320
637,Vasyl Lomachenko,22,422810
640,Danube Delta,18,8214
641,Mykola Khvylovy,16,385
642,Hetman of Ukraine,16,824
643,Horilka,16,2585
644,Mykolaiv Oblast,16,1976
645,Alchevsk,16,1408
646,State Border Guard Service of Ukraine,16,1631
647,Serhiy Sobolyev,15,117
648,Serhiy Taruta,15,1139
649,Mendel Khatayevich,15,233
650,German occupation of Czechoslovakia,15,27261
651,Oleksandr Yefremov,15,304
652,Valerian Pidmohylny,14,245
653,Bulawa,14,2535
654,FC Chornomorets Odessa,14,460
655,Lviv National Museum,14,262
656,First Secretary of the Communist Party of Ukraine,14,259
657,People's Democratic Party (Ukraine),14,260
659,People's Party (Ukraine),13,281
660,Arena Lviv,13,2856
661,James Mace,13,263
662,FC Lviv,13,1306
663,Yevhen Nyshchuk,13,189
664,Volodymyr Vasylyovych Rybak,13,265
665,United Ukraine,13,59
666,Labor Ukraine,13,451
667,Constitution Day (Ukraine),13,381
668,2016 United States election interference by Russia,451,1247
669,Human rights in Russia,229,4960
670,Media freedom in Russia,170,4189
671,Vladislav Surkov,80,6957
672,Viktor Chernomyrdin,53,2889
673,Pro-Russian,43,4241
674,Black Sea Germans,39,3664
675,Matteo Renzi,33,25314
676,Simferopol,31,8532
677,Curzon Line,31,4942
678,Green Ukraine,27,5063
679,Colour revolution,25,10995
680,PrzemyÅl,20,5347
681,Scythians,20,46049
682,Odessa Oblast,20,4840
683,Ivan Sirko,17,1710
685,Yurii Khmelnytsky,17,508
686,Kharkiv University,17,289
687,Raphael Lemkin,17,6126
688,Einsatzgruppen,16,38707
689,Baptists,16,60176
690,Kharkiv Polytechnical Institute,14,146
691,Eastern Galicia,14,1140
692,Mykola Martynenko,14,116
693,Volodymyr Sabodan,14,180
694,Rivne Oblast,14,2969
695,Dnieper Ukraine,14,902
696,Valeriya Lutkovska,14,178
697,BC Budivelnyk,13,1163
699,Cemetery of the Defenders of LwÃ³w,13,385
701,Party of Greens of Ukraine,12,310
703,Eduard Stavitskyi,12,18
704,"Armenian Cathedral, Lviv",12,104
705,Hromada,12,247
706,Ivan Kyrylenko,12,59
707,Ioan PotcoavÄ,12,219
708,Party of Labor (Ukraine),12,124
709,Russia under Vladimir Putin,394,6877
710,Sino-Russian relations,232,7364
711,Putinisms,62,5695
712,Disinformation,57,8298
713,Soviet Armed Forces,41,12244
714,History of the Soviet Union (1927â53),40,2089
715,Treaty on the Creation of the Union of Soviet Socialist Republics,39,5510
716,NATO,36,228829
717,Kazimir Malevich,36,18162
718,Rurik dynasty,33,19069
719,Crimean Tatar language,32,7823
720,East Slavic languages,29,6671
721,Collectivization in the Soviet Union,27,19584
722,Guberniya,26,2410
723,Leonid Brezhnev,25,78220
724,Treaty of Hadiach,25,445
725,Vladimir I of Kiev,23,18777
726,Russo-Turkish War (1676â1681),23,997
727,Chelm,22,3100
728,Vladimir Vernadsky,22,2744
729,Fastiv,22,1136
730,Population transfer in the Soviet Union,21,9208
731,GUAM Organization for Democracy and Economic Development,20,4784
732,Crimean People's Republic,19,1497
733,Left-bank Ukraine,19,1156
734,Anders Ãslund,17,589
735,Yuzhmash,17,1717
736,Gentry,17,18215
737,Pereyaslav,17,208
738,Berdychiv,17,2643
739,Polish language,17,43568
740,Crimean Oblast,16,1238
742,Constitution of Pylyp Orlyk,16,1388
743,HungaryâPoland relations,15,2150
744,Kramatorsk,15,2128
745,Gun politics,15,1839
746,Korrespondent,14,468
747,Bila Tserkva,14,2488
748,Torban,14,667
749,Treblinka extermination camp,13,30819
750,Plan on Priority Measures for European Integration of Ukraine,12,78
751,KrAZ,12,3523
752,"Sociological group ""RATING""",12,267
753,Bieszczady Mountains,11,1734
754,Olena Bondarenko (Party of Regions politician),11,26
755,Ukrainian cuisine,11,10460
757,Ruslan Ponomariov,11,1708
758,LwÃ³w Ghetto,11,2594
759,Saints Peter and Paul Garrison Church (Lviv),11,243
760,Finance and Credit (bank),11,243
761,Vassily Ivanchuk,11,6126
762,GRU,97,5181
763,Transnistria War,51,5979
764,Danubian Sich,49,700
765,European integration,35,13688
766,Zaporizhian Sich,34,5048
767,Eurovision Song Contest,29,502280
768,Russian Unity,27,554
769,History of the Jews in the Soviet Union,27,2271
771,Melitopol,24,1984
772,Slavs,23,82217
773,Slav,23,2354
774,Oath of office,22,11246
775,Bilhorod,22,42
776,Second World War,20,918816
777,Zaporizhia (region),19,938
778,Agriculture in the Soviet Union,18,3093
779,Joseph Biden,17,1027
780,Joe Biden,17,117043
782,"Pervomaisk, Luhansk Oblast",17,776
783,Christianisation of Kievan Rus',16,6208
784,Mustafa Dzhemilev,16,1294
785,Myrhorod,16,634
786,Romanian language,16,44669
787,Yaroslav I the Wise,16,9059
788,Kherson Oblast,15,3226
789,Odessa University,14,1113
790,Sievierodonetsk,14,1738
791,Semyon Gluzman,14,147
792,Halych,14,1926
793,Crimean Autonomous Soviet Socialist Republic,13,1798
794,Paska (bread),13,1442
795,Prosvita,13,336
797,Å»upan,12,1794
798,Volodymyr Zabolotny,12,75
799,People's Friendship Arch,12,780
800,St Volodymyr's Cathedral,12,1405
801,Pavlo Teteria,12,320
802,Lviv International Airport,11,5477
803,Oleksandr Zavarov,11,1001
805,Peasant Party of Ukraine,10,219
806,Massacre of LwÃ³w professors,10,910
807,BBC Ukrainian,10,578
808,Port of Odessa,10,1173
809,Hennadiy Moskal,10,728
810,Ukrainian wedding traditions,10,1634
812,Etnovyr,10,76
813,Kiev Bandurist Capella,10,115
814,Nina Karpachova,10,94
815,Vasyl Symonenko,10,369
816,Reforms and Order,10,133
817,Ukraina Stadium,10,1109
818,Anti-protest laws in Ukraine,10,550
819,Ukrainian Liberation Army,10,1368
820,Poltava Bandurist Capella,10,61
821,Aleksander KwaÅniewski,10,4436
822,For United Ukraine,10,141
823,Seven Natural Wonders of Ukraine,10,1046
824,Civil Position,10,1687
825,Party of Free Democrats,10,94
826,Hryhoriy Nemyria,10,136
827,Chairman of the Verkhovna Rada,10,708
828,2008 South Ossetia War,393,33815
829,Military history of Imperial Russia,322,228
830,Russian national football team,187,597
831,Russian Soviet Republic,143,57897
832,Boris Berezovsky (businessman),118,18531
833,Russian Ground Forces,110,20539
834,Ramzan Kadyrov,101,35435
835,Sputnik (news agency),71,10878
836,Ilya Repin,70,17383
837,New Cold War,64,47
838,Church Slavonic language,52,6612
839,Don Cossacks,47,7146
840,Vodka,43,91282
841,Hizb ut-Tahrir,37,74502
842,Blini,32,11019
843,Left Socialist Revolutionaries,30,737
844,Kyivan Rus,30,42308
845,Black Hundreds,27,4907
846,Eurasian Economic Community,25,3565
847,Sea Launch,25,4218
848,Polish diaspora,24,7509
849,Frozen conflict,23,7532
850,Ivan Vyhovsky,23,495
